Subject	Trial	Wlist	Clist	Congruency	RT	Accuracy
5	1	green	green	con	618.752092219443	1
5	2	green	green	con	346.464749879782	1
5	3	yellow	yellow	con	403.047467216837	1
5	4	blue	yellow	inc	583.245024545815	1
5	5	red	blue	inc	463.31025758103	0
5	6	blue	blue	con	491.951226508413	0
5	7	red	yellow	inc	540.869996492991	1
5	8	green	green	con	489.657176477507	1
5	9	green	yellow	inc	440.429831123416	1
5	10	green	red	inc	507.648146198448	1
5	11	green	red	inc	600.18115168314	1
5	12	yellow	yellow	con	418.270325411203	1
5	13	red	red	con	492.770047098783	1
5	14	green	green	con	484.347183737811	0
5	15	yellow	blue	inc	675.267873150801	1
5	16	green	green	con	560.395848937985	1
5	17	green	green	con	564.874393185801	1
5	18	red	red	con	615.990097381218	1
5	19	green	yellow	inc	597.791307901783	1
5	20	blue	red	inc	559.826205620957	1
5	21	blue	yellow	inc	711.25043315455	1
5	22	blue	blue	con	474.20580616943	1
5	23	yellow	yellow	con	506.286922929669	1
5	24	yellow	yellow	con	502.384565814479	1
5	25	green	yellow	inc	389.12830894398	0
5	26	red	red	con	260.250660467888	1
5	27	yellow	red	inc	735.433365710567	1
5	28	green	red	inc	563.348098048933	1
5	29	red	green	inc	599.104147705696	0
5	30	yellow	yellow	con	310.075428727672	1
5	31	green	blue	inc	491.363588059162	1
5	32	red	blue	inc	791.387885026941	1
5	33	blue	green	inc	570.889468962416	1
5	34	yellow	green	inc	522.45014918373	1
5	35	green	red	inc	576.70217742037	1
5	36	yellow	red	inc	586.888875263598	1
5	37	blue	blue	con	486.491890915323	1
5	38	blue	yellow	inc	660.157398134613	0
5	39	blue	blue	con	565.332925918415	1
5	40	yellow	green	inc	643.358588163704	1
5	41	blue	blue	con	408.298324545554	1
5	42	yellow	red	inc	512.472362982763	0
5	43	green	green	con	585.700424340021	1
5	44	red	red	con	611.596269934901	1
5	45	blue	blue	con	383.485109314813	0
5	46	red	red	con	613.583563033532	1
5	47	blue	blue	con	491.465746032417	1
5	48	red	green	inc	513.73881772193	0
5	49	yellow	red	inc	455.737617559538	1
5	50	red	yellow	inc	619.091839473936	1
5	51	blue	blue	con	474.251889685854	1
5	52	blue	red	inc	428.954671717581	1
5	53	red	red	con	562.588054524104	1
5	54	green	green	con	566.905773888227	1
5	55	red	blue	inc	608.744396929028	1
5	56	blue	blue	con	596.106065293067	1
5	57	red	red	con	316.966100598774	1
5	58	yellow	yellow	con	621.198296626556	1
5	59	yellow	green	inc	465.759156404594	1
5	60	blue	yellow	inc	502.536912751969	1
5	61	red	red	con	483.317554282591	1
5	62	green	green	con	541.992690386349	1
5	63	green	blue	inc	535.634037489646	1
5	64	red	green	inc	415.732065361733	1
5	65	green	green	con	444.195754103951	1
5	66	yellow	blue	inc	510.280618399401	0
5	67	red	green	inc	729.386374329316	1
5	68	red	yellow	inc	536.608205821609	1
5	69	red	red	con	508.340705748171	1
5	70	yellow	yellow	con	340.973341640739	1
5	71	blue	green	inc	477.917449731397	1
5	72	green	green	con	511.152826184705	1
5	73	blue	red	inc	567.242269212055	0
5	74	yellow	yellow	con	525.321044149152	1
5	75	blue	blue	con	629.707867567345	1
5	76	blue	blue	con	373.308676170897	1
5	77	yellow	blue	inc	505.945352161916	1
5	78	red	blue	inc	550.253775960863	1
5	79	red	red	con	435.743695249035	1
5	80	yellow	yellow	con	418.990304933873	1
5	81	green	green	con	518.649001823693	1
5	82	green	blue	inc	403.074570296009	1
5	83	blue	blue	con	558.677861664989	1
5	84	yellow	yellow	con	584.34889965782	1
5	85	red	red	con	508.257543959313	1
5	86	yellow	blue	inc	723.044907858794	1
5	87	blue	red	inc	526.362456778114	1
5	88	yellow	green	inc	542.505612328534	1
5	89	green	blue	inc	490.951810092483	1
5	90	red	yellow	inc	518.907129988223	1
5	91	yellow	yellow	con	753.114230950947	1
5	92	green	yellow	inc	411.900190566612	1
5	93	blue	green	inc	594.982879026256	1
5	94	yellow	yellow	con	440.697346333657	1
5	95	blue	green	inc	536.335227844749	1
5	96	red	red	con	351.816816499406	1
