Subject	Trial	Wlist	Clist	Congruency	RT	Accuracy
15	1	yellow	yellow	con	620.444652580903	1
15	2	yellow	green	inc	554.330580806533	1
15	3	blue	blue	con	607.300363919725	0
15	4	green	green	con	514.818381163529	0
15	5	red	red	con	676.731702010951	1
15	6	red	red	con	385.225481414851	1
15	7	yellow	yellow	con	577.915029672148	1
15	8	red	blue	inc	479.437971629659	1
15	9	green	red	inc	611.85688934539	0
15	10	yellow	yellow	con	415.111566207581	1
15	11	blue	blue	con	518.932835538211	1
15	12	red	green	inc	382.909864353041	1
15	13	yellow	yellow	con	483.387172374319	1
15	14	blue	blue	con	573.016517125915	1
15	15	yellow	yellow	con	331.078441565385	1
15	16	green	green	con	397.39554934585	0
15	17	red	red	con	604.790859855499	1
15	18	blue	red	inc	408.243071723644	1
15	19	red	red	con	690.499112995698	1
15	20	yellow	green	inc	544.758811472464	1
15	21	blue	green	inc	550.13135178416	1
15	22	blue	blue	con	537.045395594342	1
15	23	yellow	yellow	con	499.014818349813	1
15	24	yellow	blue	inc	589.959729935414	1
15	25	blue	blue	con	483.121590066924	1
15	26	green	yellow	inc	607.738455790582	0
15	27	green	green	con	324.61253163822	1
15	28	blue	blue	con	436.087376731572	1
15	29	yellow	yellow	con	535.46948630504	0
15	30	red	red	con	411.242767552876	1
15	31	yellow	green	inc	805.036289448701	1
15	32	green	green	con	526.639262421038	1
15	33	red	yellow	inc	688.422080620759	1
15	34	red	yellow	inc	648.539802797696	1
15	35	green	yellow	inc	471.403095646804	0
15	36	blue	yellow	inc	571.141687657771	1
15	37	blue	yellow	inc	582.911816474626	0
15	38	green	green	con	463.95538106737	1
15	39	red	red	con	347.150968195253	1
15	40	yellow	blue	inc	524.378889976507	1
15	41	green	green	con	572.312863415635	1
15	42	green	green	con	445.017646900015	1
15	43	red	blue	inc	638.815797220134	1
15	44	red	red	con	602.618634473598	1
15	45	green	green	con	519.585943319104	1
15	46	red	red	con	542.51502166725	1
15	47	blue	blue	con	602.133940861777	1
15	48	yellow	yellow	con	469.890474575201	1
15	49	green	red	inc	674.360073674496	1
15	50	yellow	green	inc	567.162789621481	0
15	51	red	blue	inc	680.719695799005	0
15	52	blue	green	inc	573.952996967943	0
15	53	blue	green	inc	443.295956936028	1
15	54	yellow	red	inc	477.954113800662	0
15	55	blue	red	inc	419.287093679657	1
15	56	green	green	con	508.966247352445	1
15	57	blue	blue	con	356.689259718468	0
15	58	blue	red	inc	594.932611029791	1
15	59	green	blue	inc	504.00187413872	1
15	60	red	yellow	inc	574.482997880463	0
15	61	yellow	red	inc	479.09427521162	1
15	62	green	red	inc	523.724914085752	1
15	63	green	green	con	366.445037995353	1
15	64	red	yellow	inc	736.433278657075	1
15	65	blue	blue	con	527.53706215989	1
15	66	blue	green	inc	437.271374551009	1
15	67	blue	yellow	inc	456.540101217145	1
15	68	red	red	con	518.522950560203	1
15	69	green	green	con	545.107854879417	1
15	70	red	red	con	376.268524318407	1
15	71	blue	blue	con	700.867185834393	1
15	72	red	green	inc	574.175524920314	1
15	73	yellow	yellow	con	411.192948166967	1
15	74	yellow	red	inc	403.219100337993	1
15	75	blue	yellow	inc	574.201899403935	1
15	76	green	yellow	inc	576.505037386399	1
15	77	green	yellow	inc	629.852350370382	0
15	78	yellow	blue	inc	516.835125567978	1
15	79	blue	red	inc	438.781696834091	0
15	80	yellow	blue	inc	607.23364686563	1
15	81	green	red	inc	427.279663152335	1
15	82	blue	blue	con	682.572197803387	1
15	83	green	blue	inc	597.750619183209	1
15	84	red	blue	inc	598.542791715492	1
15	85	yellow	yellow	con	493.417571358481	1
15	86	red	red	con	566.548532268308	1
15	87	yellow	red	inc	491.382750155156	0
15	88	red	green	inc	581.272870237927	1
15	89	green	green	con	571.036227918077	1
15	90	green	blue	inc	742.023935590982	1
15	91	yellow	yellow	con	489.461252554238	1
15	92	red	red	con	803.666813353888	1
15	93	green	blue	inc	356.660984904251	1
15	94	yellow	yellow	con	646.571446280108	1
15	95	blue	blue	con	667.691118356796	1
15	96	red	green	inc	543.224946219398	0
