Subject	Trial	Wlist	Clist	Congruency	RT	Accuracy
16	1	red	yellow	inc	617.619226288937	1
16	2	red	red	con	475.890340363275	1
16	3	yellow	yellow	con	419.020789919551	1
16	4	yellow	yellow	con	277.131989025393	1
16	5	blue	blue	con	172.413367619694	1
16	6	yellow	yellow	con	425.554928106237	0
16	7	green	green	con	387.091697567116	1
16	8	green	green	con	390.758961363754	1
16	9	yellow	green	inc	436.290685312842	1
16	10	red	red	con	526.924770039189	1
16	11	green	green	con	544.150527670903	0
16	12	yellow	blue	inc	571.687430561175	0
16	13	blue	blue	con	339.528028098621	1
16	14	green	yellow	inc	676.671373761496	1
16	15	blue	green	inc	586.64631958861	1
16	16	yellow	red	inc	620.807464707418	1
16	17	yellow	red	inc	680.626307293418	1
16	18	red	red	con	462.938970336928	0
16	19	yellow	yellow	con	553.407469893305	1
16	20	red	red	con	435.591834095962	0
16	21	blue	green	inc	560.773239850141	0
16	22	blue	blue	con	573.507645168301	1
16	23	red	blue	inc	532.103285490858	1
16	24	red	blue	inc	681.370016503845	1
16	25	red	yellow	inc	249.86618215996	0
16	26	yellow	green	inc	597.406767677602	1
16	27	green	green	con	468.492610793636	1
16	28	green	green	con	538.241269582757	1
16	29	red	green	inc	577.808204457676	1
16	30	blue	blue	con	434.230907171699	1
16	31	red	blue	inc	398.525404506216	1
16	32	red	blue	inc	602.665080602935	1
16	33	yellow	green	inc	495.436862820567	1
16	34	green	blue	inc	627.458518550707	0
16	35	blue	yellow	inc	355.047582750856	0
16	36	yellow	green	inc	389.115365813587	1
16	37	yellow	yellow	con	558.860964941862	1
16	38	green	red	inc	508.684944199902	1
16	39	red	red	con	437.576912423311	1
16	40	green	red	inc	600.700695282805	1
16	41	blue	blue	con	418.566107636725	0
16	42	blue	green	inc	628.064478109599	1
16	43	red	red	con	660.41365499304	1
16	44	green	blue	inc	448.670689146017	1
16	45	blue	yellow	inc	574.56052431399	1
16	46	yellow	yellow	con	452.907848639815	1
16	47	blue	red	inc	712.873144656447	1
16	48	blue	red	inc	708.818067994122	1
16	49	blue	red	inc	729.819444714681	1
16	50	blue	red	inc	505.994355694238	1
16	51	red	red	con	511.665042728764	1
16	52	blue	yellow	inc	584.203766805977	0
16	53	red	green	inc	784.261024377208	1
16	54	yellow	yellow	con	516.274387716787	1
16	55	yellow	blue	inc	622.56205694577	1
16	56	yellow	yellow	con	352.176719561289	1
16	57	yellow	blue	inc	559.48519661214	1
16	58	red	red	con	368.023322779014	1
16	59	blue	blue	con	355.282449863623	1
16	60	green	green	con	611.977648255981	0
16	61	red	red	con	505.769702795328	1
16	62	yellow	yellow	con	417.918583064474	1
16	63	red	green	inc	478.757342043869	0
16	64	red	yellow	inc	601.815574636726	1
16	65	yellow	yellow	con	484.39471206112	0
16	66	red	green	inc	599.8939132245	1
16	67	green	blue	inc	464.533093021343	0
16	68	green	green	con	487.787265860585	1
16	69	blue	yellow	inc	565.565853625265	1
16	70	blue	blue	con	221.246254632123	1
16	71	yellow	red	inc	613.537707592448	1
16	72	green	green	con	379.490474071514	1
16	73	green	green	con	298.85126810788	1
16	74	green	blue	inc	561.061123913847	1
16	75	green	yellow	inc	306.770002803681	1
16	76	red	yellow	inc	501.815179811054	1
16	77	green	green	con	421.531576426495	1
16	78	red	red	con	558.089735177687	1
16	79	yellow	red	inc	495.151810677724	1
16	80	yellow	yellow	con	548.841431399338	1
16	81	blue	blue	con	400.472901026094	1
16	82	yellow	yellow	con	512.135342578418	1
16	83	green	yellow	inc	454.621841758308	1
16	84	green	green	con	633.242417324103	1
16	85	blue	blue	con	588.618165145837	1
16	86	green	green	con	610.443775234097	1
16	87	green	yellow	inc	411.620025364383	1
16	88	red	red	con	539.927089516931	1
16	89	blue	blue	con	536.422046784743	1
16	90	blue	blue	con	516.07889750931	1
16	91	green	red	inc	549.026865329665	0
16	92	green	red	inc	586.27281749538	1
16	93	yellow	blue	inc	528.373304411493	1
16	94	blue	blue	con	275.880236766478	1
16	95	red	red	con	262.518730748708	1
16	96	blue	green	inc	655.642539332547	1
