Subject	Trial	Wlist	Clist	Congruency	RT	Accuracy
2	1	yellow	green	inc	459.902984697397	1
2	2	green	blue	inc	658.341804375191	1
2	3	yellow	red	inc	718.874401702706	1
2	4	yellow	red	inc	469.296124744757	1
2	5	yellow	yellow	con	491.030171969068	1
2	6	green	yellow	inc	491.776074542455	0
2	7	yellow	yellow	con	316.933417414438	1
2	8	blue	yellow	inc	521.728461854127	1
2	9	red	blue	inc	473.756721330062	1
2	10	green	green	con	545.708326558945	1
2	11	yellow	yellow	con	621.406722033522	1
2	12	green	green	con	563.95567006944	1
2	13	blue	blue	con	507.451489456733	1
2	14	yellow	blue	inc	441.234288914903	1
2	15	green	blue	inc	675.241253582687	1
2	16	red	yellow	inc	704.2119399972	1
2	17	yellow	yellow	con	470.267846441668	1
2	18	blue	red	inc	508.440715913249	1
2	19	red	green	inc	630.246594268243	1
2	20	red	red	con	485.889043615019	1
2	21	blue	yellow	inc	433.431276381989	1
2	22	blue	blue	con	480.343994563961	1
2	23	red	red	con	603.103669511803	1
2	24	yellow	red	inc	592.150521308784	1
2	25	green	green	con	503.919413855298	1
2	26	red	red	con	446.845096350998	1
2	27	red	yellow	inc	431.720696850979	1
2	28	blue	blue	con	469.032759000496	1
2	29	blue	red	inc	360.530265565127	1
2	30	green	red	inc	528.427387086694	1
2	31	yellow	green	inc	459.40230506959	1
2	32	red	blue	inc	513.532632223347	0
2	33	green	blue	inc	468.727175339353	1
2	34	red	red	con	504.215473326887	1
2	35	blue	blue	con	468.501297073243	1
2	36	green	green	con	454.608448031315	1
2	37	yellow	yellow	con	479.203453232033	1
2	38	yellow	yellow	con	380.365120736385	1
2	39	red	red	con	563.556865899826	1
2	40	blue	yellow	inc	580.931434517108	1
2	41	red	green	inc	540.281129520128	0
2	42	red	green	inc	540.031811079211	0
2	43	red	blue	inc	525.605712374551	1
2	44	green	green	con	568.34475485548	0
2	45	yellow	yellow	con	739.447475106517	0
2	46	green	red	inc	557.206760968949	1
2	47	green	yellow	inc	573.224662493272	1
2	48	yellow	red	inc	595.179324191507	0
2	49	blue	blue	con	594.188379431681	1
2	50	red	yellow	inc	605.317461190411	1
2	51	green	red	inc	528.97558543312	1
2	52	red	blue	inc	474.115885457029	1
2	53	yellow	yellow	con	605.068265906974	1
2	54	blue	yellow	inc	401.933789281601	1
2	55	blue	blue	con	405.556011525683	1
2	56	blue	green	inc	493.113861446413	1
2	57	green	green	con	424.926697762743	1
2	58	yellow	blue	inc	462.244372033996	1
2	59	green	green	con	555.168003744698	1
2	60	green	blue	inc	646.577962596578	1
2	61	blue	blue	con	525.803219188434	1
2	62	green	yellow	inc	466.775767250515	1
2	63	blue	blue	con	564.955032041927	0
2	64	yellow	yellow	con	315.600833233104	1
2	65	red	green	inc	716.867203684818	1
2	66	red	red	con	384.908237947844	1
2	67	green	green	con	574.060620137365	0
2	68	red	red	con	451.918876505673	1
2	69	red	yellow	inc	599.686021898179	1
2	70	blue	red	inc	617.482625140369	1
2	71	blue	blue	con	502.573030657434	1
2	72	yellow	green	inc	702.515262798199	1
2	73	yellow	yellow	con	458.760962847126	1
2	74	green	yellow	inc	638.859523951286	0
2	75	blue	green	inc	743.785612166283	0
2	76	blue	blue	con	530.938587753237	1
2	77	red	red	con	620.669193665485	1
2	78	blue	blue	con	547.97287668942	1
2	79	yellow	blue	inc	563.428966172484	1
2	80	red	red	con	371.614567626419	1
2	81	red	red	con	554.339380796434	1
2	82	yellow	yellow	con	366.856412292213	1
2	83	yellow	blue	inc	576.473447869725	1
2	84	green	green	con	609.110900676264	1
2	85	green	red	inc	620.256485884717	0
2	86	blue	red	inc	391.765936664493	1
2	87	blue	blue	con	395.085776153728	0
2	88	green	green	con	745.484837638185	0
2	89	green	green	con	584.237790218955	1
2	90	blue	green	inc	602.101542962128	1
2	91	yellow	green	inc	484.55442520704	1
2	92	red	red	con	589.151010912272	1
2	93	green	green	con	242.542815615653	1
2	94	yellow	yellow	con	401.384017784031	1
2	95	blue	green	inc	453.222061039509	1
2	96	red	red	con	559.051493073139	1
