Subject	Trial	Wlist	Clist	Congruency	RT	Accuracy
3	1	red	red	con	364.888822113228	1
3	2	red	yellow	inc	580.45124509406	0
3	3	red	green	inc	519.697175009673	1
3	4	blue	blue	con	411.037977812642	1
3	5	red	yellow	inc	558.052866520114	1
3	6	green	green	con	461.677680329067	0
3	7	green	green	con	406.360410410015	1
3	8	red	red	con	501.943383160215	1
3	9	green	yellow	inc	629.694521243622	1
3	10	green	red	inc	594.011658098158	1
3	11	red	blue	inc	315.63331296737	1
3	12	blue	yellow	inc	661.197068134353	1
3	13	blue	red	inc	440.461232164118	1
3	14	blue	blue	con	579.20603127681	1
3	15	green	green	con	486.922535472072	1
3	16	yellow	yellow	con	475.896955534745	1
3	17	green	yellow	inc	408.391722144415	1
3	18	green	yellow	inc	533.545164490075	1
3	19	yellow	red	inc	809.874787406722	1
3	20	red	red	con	332.55807270839	1
3	21	green	green	con	493.580428017947	1
3	22	blue	blue	con	484.859769492985	1
3	23	yellow	red	inc	515.943712856566	1
3	24	red	red	con	434.642351587623	1
3	25	blue	blue	con	484.765638693229	1
3	26	yellow	yellow	con	411.259858865211	1
3	27	red	red	con	734.079159017064	1
3	28	green	yellow	inc	568.381071275135	1
3	29	yellow	yellow	con	430.945399442709	1
3	30	blue	blue	con	528.311253072322	0
3	31	green	blue	inc	597.74067779825	0
3	32	red	red	con	375.061369474172	1
3	33	yellow	yellow	con	382.316218552834	1
3	34	red	green	inc	709.046263118643	0
3	35	red	blue	inc	482.743383879545	1
3	36	green	green	con	457.313631521851	1
3	37	yellow	blue	inc	746.901284979867	0
3	38	green	green	con	388.071818674962	0
3	39	green	green	con	640.275084106939	1
3	40	green	blue	inc	474.100533914044	1
3	41	yellow	yellow	con	505.414240469231	1
3	42	green	red	inc	788.924636651219	1
3	43	blue	green	inc	502.303567101877	1
3	44	blue	blue	con	575.437326958874	1
3	45	yellow	yellow	con	427.32008149782	1
3	46	red	red	con	555.916046456856	1
3	47	yellow	blue	inc	576.575008228044	0
3	48	blue	red	inc	496.60113139444	1
3	49	yellow	yellow	con	402.421215898553	1
3	50	red	blue	inc	521.5814863496	1
3	51	red	blue	inc	407.087877986218	1
3	52	red	yellow	inc	589.668280440021	1
3	53	red	green	inc	535.390537083263	1
3	54	yellow	red	inc	509.57745033208	0
3	55	green	red	inc	396.015395943095	1
3	56	red	red	con	594.704169064617	1
3	57	green	blue	inc	335.951411305549	1
3	58	yellow	yellow	con	427.280354859165	1
3	59	green	green	con	441.927652696942	1
3	60	green	blue	inc	485.89924838477	1
3	61	blue	blue	con	376.335303029957	1
3	62	green	green	con	581.252616130107	1
3	63	blue	yellow	inc	439.590103992898	0
3	64	yellow	red	inc	560.496640861289	1
3	65	red	red	con	437.038345990819	1
3	66	yellow	blue	inc	491.468014591043	1
3	67	blue	green	inc	721.211674876797	1
3	68	blue	blue	con	535.086820126527	1
3	69	yellow	yellow	con	438.34095074012	1
3	70	blue	green	inc	414.875005353889	1
3	71	yellow	yellow	con	526.193206415089	1
3	72	blue	yellow	inc	535.765015804004	0
3	73	blue	red	inc	584.383348615616	1
3	74	yellow	blue	inc	613.748429642172	0
3	75	green	green	con	597.698716051574	1
3	76	red	green	inc	587.379679655499	1
3	77	blue	blue	con	440.749763493709	1
3	78	red	red	con	640.035683824888	1
3	79	yellow	green	inc	357.980631621414	1
3	80	green	green	con	371.101989930728	0
3	81	yellow	yellow	con	381.860055733643	1
3	82	blue	blue	con	713.30587635126	1
3	83	green	red	inc	687.878182404246	1
3	84	blue	red	inc	470.978047409342	1
3	85	red	red	con	610.555309579319	1
3	86	blue	green	inc	492.959177833174	1
3	87	yellow	green	inc	528.891155495296	1
3	88	red	red	con	518.52130918686	1
3	89	blue	yellow	inc	388.173671228678	0
3	90	yellow	green	inc	423.874413729582	1
3	91	yellow	green	inc	650.335617660354	1
3	92	green	green	con	634.271196250699	0
3	93	red	yellow	inc	402.83105641408	1
3	94	yellow	yellow	con	519.798682807572	1
3	95	blue	blue	con	487.794588167978	1
3	96	blue	blue	con	530.123093956196	1
