Subject	Trial	Wlist	Clist	Congruency	RT	Accuracy
10	1	red	blue	inc	588.558826964321	1
10	2	red	red	con	554.147145492682	1
10	3	yellow	green	inc	528.829175732619	1
10	4	yellow	yellow	con	448.371101845871	1
10	5	blue	blue	con	459.1677615568	1
10	6	green	green	con	504.909094012052	0
10	7	blue	blue	con	541.304872863231	1
10	8	yellow	yellow	con	607.32573587482	1
10	9	green	green	con	540.385976676375	1
10	10	red	red	con	583.769849298285	1
10	11	red	yellow	inc	652.598111723342	1
10	12	blue	blue	con	512.38327265714	1
10	13	yellow	red	inc	606.021912471407	1
10	14	blue	blue	con	425.373606563256	0
10	15	red	yellow	inc	404.144889986354	1
10	16	blue	blue	con	529.492662022653	1
10	17	green	green	con	442.1856789782	1
10	18	green	yellow	inc	771.496030720511	1
10	19	blue	red	inc	539.976278750655	1
10	20	blue	blue	con	479.50500266335	1
10	21	yellow	blue	inc	422.629739585854	1
10	22	yellow	yellow	con	496.691929389925	1
10	23	red	yellow	inc	624.092685705225	1
10	24	green	green	con	595.43108487944	1
10	25	yellow	green	inc	654.56246531641	1
10	26	yellow	yellow	con	444.684322302246	1
10	27	blue	red	inc	510.634646505683	0
10	28	green	blue	inc	551.769328998042	1
10	29	yellow	yellow	con	328.783841334118	1
10	30	yellow	red	inc	670.51681155261	0
10	31	green	green	con	507.145467881497	1
10	32	green	blue	inc	525.963562823626	1
10	33	green	green	con	525.702545879844	1
10	34	red	red	con	494.160941375441	1
10	35	blue	green	inc	718.730359466144	1
10	36	yellow	blue	inc	663.510080026796	1
10	37	red	green	inc	583.021961289657	1
10	38	red	green	inc	414.457806770244	0
10	39	green	green	con	583.993445059685	1
10	40	blue	green	inc	289.950464918662	1
10	41	yellow	yellow	con	245.840489650614	1
10	42	blue	blue	con	528.557314597859	0
10	43	yellow	green	inc	548.088339478036	1
10	44	blue	yellow	inc	488.967010677293	1
10	45	yellow	red	inc	591.255997725391	0
10	46	yellow	yellow	con	431.902491799266	1
10	47	green	yellow	inc	355.847092754678	0
10	48	red	red	con	571.046825286938	1
10	49	red	blue	inc	577.139770848633	1
10	50	yellow	red	inc	444.215221644065	1
10	51	yellow	blue	inc	441.653579771441	0
10	52	green	red	inc	762.688930040393	1
10	53	green	yellow	inc	544.676258039828	1
10	54	green	green	con	493.521663584607	1
10	55	red	red	con	412.893806309741	1
10	56	green	green	con	354.099763902989	0
10	57	blue	blue	con	513.564813458346	1
10	58	yellow	yellow	con	602.106224880281	1
10	59	blue	yellow	inc	516.194635853173	1
10	60	yellow	yellow	con	620.222701794853	1
10	61	red	blue	inc	636.857703371069	1
10	62	blue	blue	con	514.122570290784	1
10	63	green	red	inc	461.190078596503	1
10	64	green	blue	inc	578.641882924484	1
10	65	red	red	con	523.442656767278	1
10	66	green	yellow	inc	707.510409895232	0
10	67	green	green	con	546.659810903108	1
10	68	blue	yellow	inc	500.099853714603	1
10	69	green	red	inc	668.637135842131	1
10	70	blue	blue	con	489.600135791845	1
10	71	red	red	con	582.4245327342	1
10	72	blue	red	inc	507.213651974313	1
10	73	red	red	con	578.147753049436	1
10	74	blue	blue	con	566.174829735079	1
10	75	yellow	yellow	con	431.051116499109	1
10	76	yellow	green	inc	629.692370916523	1
10	77	yellow	yellow	con	508.484028700505	0
10	78	red	yellow	inc	476.670509546931	1
10	79	red	red	con	410.46901428548	1
10	80	red	green	inc	562.223363988293	1
10	81	red	red	con	453.391864078577	1
10	82	yellow	blue	inc	623.045515411207	1
10	83	green	blue	inc	516.369796919502	1
10	84	green	green	con	437.063571175831	1
10	85	red	green	inc	518.515101702098	0
10	86	yellow	yellow	con	510.914209156974	1
10	87	red	blue	inc	584.274887361701	0
10	88	red	red	con	573.932365673556	1
10	89	green	red	inc	501.901123692743	1
10	90	blue	yellow	inc	477.145782547731	1
10	91	blue	blue	con	541.192503887035	0
10	92	red	red	con	579.640598143449	1
10	93	blue	green	inc	754.560509230549	0
10	94	blue	red	inc	594.022229965331	1
10	95	blue	green	inc	428.297811927714	1
10	96	green	green	con	515.729641856378	1
