Subject	Trial	Wlist	Clist	Congruency	RT	Accuracy
4	1	green	green	con	730.326720473142	1
4	2	red	red	con	641.66321593211	1
4	3	blue	blue	con	395.395643684885	1
4	4	green	green	con	279.536586969141	1
4	5	blue	green	inc	507.086925435045	1
4	6	blue	yellow	inc	472.196507294082	1
4	7	yellow	yellow	con	517.659421951697	1
4	8	red	red	con	645.657736551668	0
4	9	red	green	inc	325.518324784425	1
4	10	red	blue	inc	650.842314619233	0
4	11	red	red	con	388.985176176179	0
4	12	blue	green	inc	466.809993625026	1
4	13	yellow	green	inc	539.789367713142	1
4	14	yellow	yellow	con	714.726429442891	1
4	15	yellow	red	inc	597.736868202542	0
4	16	yellow	yellow	con	416.858493495115	1
4	17	green	yellow	inc	544.619071376792	1
4	18	yellow	yellow	con	500.923490033797	1
4	19	green	yellow	inc	490.992567647826	1
4	20	blue	red	inc	423.992869193489	1
4	21	blue	blue	con	549.053302376647	1
4	22	yellow	red	inc	520.836093751394	0
4	23	red	yellow	inc	684.966279209667	0
4	24	blue	yellow	inc	499.890299540506	1
4	25	red	red	con	369.096751332925	1
4	26	green	green	con	455.839686697015	1
4	27	blue	blue	con	746.778645599512	1
4	28	red	red	con	424.214724660966	1
4	29	blue	blue	con	532.072519791579	1
4	30	red	green	inc	368.378716031273	1
4	31	blue	red	inc	465.251115883652	0
4	32	red	yellow	inc	613.119182485426	1
4	33	green	green	con	426.258035429863	1
4	34	red	red	con	560.279342691871	0
4	35	red	red	con	426.260798226982	1
4	36	blue	green	inc	602.272374563093	1
4	37	red	green	inc	420.161848285823	0
4	38	blue	green	inc	459.111850841771	1
4	39	green	yellow	inc	629.308031072852	1
4	40	red	red	con	559.050256468229	1
4	41	green	green	con	466.263755120713	1
4	42	yellow	yellow	con	350.812419951044	1
4	43	blue	blue	con	580.16325659924	1
4	44	blue	blue	con	534.668384783296	1
4	45	red	red	con	510.206203298506	1
4	46	yellow	green	inc	660.108448012388	0
4	47	yellow	yellow	con	357.421812302887	1
4	48	yellow	blue	inc	564.975976530573	0
4	49	green	blue	inc	455.739384920582	0
4	50	green	red	inc	488.784638111333	1
4	51	yellow	red	inc	550.11162164506	1
4	52	yellow	yellow	con	549.4422608537	1
4	53	blue	blue	con	370.236294973195	1
4	54	yellow	blue	inc	516.655760855503	1
4	55	green	green	con	475.022485263194	1
4	56	green	blue	inc	530.824305634757	1
4	57	blue	red	inc	592.220003278778	1
4	58	yellow	green	inc	393.80679867047	1
4	59	yellow	blue	inc	596.533717968423	1
4	60	blue	yellow	inc	496.404736197124	1
4	61	yellow	yellow	con	605.404892343668	1
4	62	yellow	yellow	con	355.82730861247	1
4	63	red	red	con	668.419769558224	1
4	64	blue	blue	con	427.499235596829	1
4	65	yellow	yellow	con	465.884046289729	1
4	66	yellow	yellow	con	551.320889659074	1
4	67	blue	blue	con	527.893790601471	1
4	68	red	red	con	353.379523670047	1
4	69	green	green	con	569.705860083107	0
4	70	green	red	inc	359.233513100442	1
4	71	green	green	con	328.393573988442	1
4	72	red	green	inc	654.525014402414	1
4	73	green	green	con	531.780754147741	1
4	74	green	green	con	447.68903400948	1
4	75	green	blue	inc	629.627965841287	1
4	76	yellow	green	inc	650.401850580243	1
4	77	red	blue	inc	469.947862568307	1
4	78	red	red	con	428.082609714286	1
4	79	red	blue	inc	417.145831591815	1
4	80	green	red	inc	363.121900297733	1
4	81	green	yellow	inc	577.05729026062	1
4	82	green	green	con	530.626631068923	1
4	83	green	green	con	447.678423960564	1
4	84	red	yellow	inc	284.55435092778	1
4	85	red	blue	inc	555.044901886718	1
4	86	blue	blue	con	535.543551573717	1
4	87	blue	red	inc	545.598983009343	1
4	88	yellow	blue	inc	659.556587406803	1
4	89	yellow	yellow	con	567.186169193534	1
4	90	green	blue	inc	528.727060943441	1
4	91	green	red	inc	536.394736541681	1
4	92	red	yellow	inc	596.905299577214	1
4	93	yellow	red	inc	491.163832116162	0
4	94	blue	yellow	inc	523.595824977709	1
4	95	blue	blue	con	516.373974556296	1
4	96	blue	blue	con	359.846833115907	1
