Subject	Trial	Wlist	Clist	Congruency	RT	Accuracy
20	1	blue	blue	con	433.337755471682	1
20	2	blue	red	inc	337.705211904278	0
20	3	yellow	yellow	con	479.707192761329	1
20	4	blue	blue	con	430.706994509836	1
20	5	red	yellow	inc	514.335867744341	1
20	6	green	green	con	461.017593717686	1
20	7	yellow	yellow	con	388.958226820467	1
20	8	yellow	blue	inc	712.596485576776	1
20	9	green	green	con	573.8324763089	1
20	10	yellow	red	inc	648.604802814598	1
20	11	yellow	blue	inc	434.683309156129	1
20	12	red	blue	inc	564.272521474384	1
20	13	red	green	inc	612.999175978336	1
20	14	red	green	inc	573.307408414557	0
20	15	blue	green	inc	519.305033600341	0
20	16	green	blue	inc	444.030694351816	1
20	17	yellow	red	inc	313.031695700188	1
20	18	blue	blue	con	465.864283713773	1
20	19	yellow	green	inc	691.98355580475	1
20	20	blue	red	inc	528.112285542496	1
20	21	green	green	con	561.633224975735	0
20	22	red	yellow	inc	361.633747998196	0
20	23	yellow	yellow	con	740.996638398691	0
20	24	yellow	green	inc	247.252171140098	1
20	25	green	green	con	489.93301388435	1
20	26	blue	blue	con	511.594378639244	1
20	27	yellow	green	inc	509.010655115829	0
20	28	yellow	blue	inc	650.591386579509	1
20	29	blue	green	inc	490.104998980445	1
20	30	blue	yellow	inc	598.891347639037	0
20	31	red	yellow	inc	455.725728595429	1
20	32	yellow	yellow	con	668.669608776093	1
20	33	red	blue	inc	427.236127711861	1
20	34	yellow	yellow	con	461.692326819152	0
20	35	yellow	yellow	con	416.390279319781	1
20	36	red	red	con	515.60986418591	1
20	37	green	green	con	452.230101430609	1
20	38	green	green	con	691.458019875725	1
20	39	yellow	yellow	con	488.483470232254	1
20	40	blue	red	inc	412.661748057865	0
20	41	red	red	con	531.09068504482	1
20	42	blue	yellow	inc	691.232925854923	0
20	43	red	red	con	412.839567526014	1
20	44	blue	blue	con	723.530223081013	1
20	45	green	yellow	inc	614.584779811688	1
20	46	blue	yellow	inc	549.46815440605	0
20	47	yellow	green	inc	549.799209087456	0
20	48	green	red	inc	520.017892520525	1
20	49	green	red	inc	610.806816167599	1
20	50	green	blue	inc	583.268699929835	1
20	51	blue	blue	con	541.45350951488	1
20	52	red	yellow	inc	527.521036678404	1
20	53	red	red	con	568.065114095361	1
20	54	green	yellow	inc	786.980277106442	0
20	55	blue	blue	con	342.159158420906	1
20	56	yellow	yellow	con	391.555533877692	1
20	57	red	blue	inc	453.666416437812	1
20	58	blue	green	inc	708.831796776234	1
20	59	green	green	con	498.432441836324	1
20	60	blue	red	inc	502.565166303528	1
20	61	green	red	inc	357.139495808754	1
20	62	red	red	con	402.777059231027	1
20	63	red	green	inc	494.993068573992	1
20	64	yellow	red	inc	356.1881738732	1
20	65	red	red	con	483.84744481016	1
20	66	yellow	yellow	con	429.230153295519	1
20	67	green	green	con	518.991683733684	1
20	68	green	blue	inc	508.148455318331	0
20	69	red	blue	inc	465.685470115674	1
20	70	blue	blue	con	515.131525273317	1
20	71	green	green	con	674.758658904852	1
20	72	red	red	con	587.671549338666	1
20	73	blue	blue	con	506.039592883148	1
20	74	yellow	yellow	con	629.614685380355	1
20	75	green	green	con	644.330577350252	1
20	76	blue	blue	con	391.9530351504	1
20	77	yellow	yellow	con	589.598254389605	1
20	78	red	red	con	685.649192353601	1
20	79	green	green	con	544.428942179767	1
20	80	red	red	con	494.001996446549	1
20	81	yellow	yellow	con	592.274855088605	0
20	82	yellow	red	inc	765.3157127251	0
20	83	yellow	blue	inc	729.231543166071	1
20	84	blue	yellow	inc	597.78489973768	1
20	85	green	yellow	inc	315.405049160006	1
20	86	blue	blue	con	409.460586122779	1
20	87	red	red	con	545.824448289949	1
20	88	red	red	con	581.983255949363	1
20	89	blue	green	inc	514.562330213787	1
20	90	red	red	con	682.183964982844	1
20	91	red	green	inc	425.455645588844	1
20	92	green	blue	inc	722.063011282162	1
20	93	green	red	inc	595.682290605517	0
20	94	green	green	con	318.653980056456	1
20	95	blue	blue	con	532.028825436093	1
20	96	green	yellow	inc	465.187876345881	1
