Subject	Trial	Wlist	Clist	Congruency	RT	Accuracy
1	1	green	green	con	506.534480552375	1
1	2	yellow	yellow	con	459.288210694001	1
1	3	red	yellow	inc	656.910104890527	1
1	4	green	yellow	inc	354.032444242311	1
1	5	yellow	blue	inc	492.578118358966	1
1	6	blue	blue	con	408.368781933141	1
1	7	yellow	red	inc	567.063342562376	1
1	8	blue	blue	con	462.771461331094	1
1	9	blue	blue	con	401.178678409136	1
1	10	green	green	con	686.631736097334	1
1	11	blue	green	inc	581.973810671133	1
1	12	red	blue	inc	451.261133515666	1
1	13	blue	red	inc	511.613184826143	1
1	14	yellow	red	inc	561.723152762308	1
1	15	yellow	yellow	con	650.040883648799	1
1	16	blue	yellow	inc	375.061341843408	1
1	17	green	blue	inc	580.847188785466	1
1	18	green	green	con	605.425842969144	1
1	19	green	blue	inc	517.017941271772	1
1	20	yellow	green	inc	576.951667065883	1
1	21	blue	red	inc	534.850672819907	1
1	22	blue	red	inc	555.140852639201	1
1	23	red	yellow	inc	610.717740371306	1
1	24	blue	blue	con	416.94866479153	1
1	25	yellow	green	inc	520.071349869381	1
1	26	blue	blue	con	554.144860052194	1
1	27	blue	blue	con	548.930503429021	1
1	28	red	blue	inc	618.583311041712	0
1	29	blue	blue	con	390.67302924966	1
1	30	yellow	blue	inc	392.92289919819	1
1	31	red	red	con	472.146963970217	1
1	32	red	red	con	568.004056317359	1
1	33	yellow	green	inc	606.779948760743	1
1	34	red	red	con	606.169025829496	0
1	35	yellow	yellow	con	451.968738787134	1
1	36	blue	yellow	inc	647.084908623317	1
1	37	blue	green	inc	530.221266949323	0
1	38	red	blue	inc	413.584650862801	0
1	39	red	red	con	231.911695277702	1
1	40	red	green	inc	609.26495100904	1
1	41	yellow	yellow	con	422.58647473505	1
1	42	red	red	con	399.871193186013	1
1	43	blue	yellow	inc	699.876879081768	0
1	44	green	blue	inc	478.624867351967	1
1	45	green	green	con	571.11810342925	1
1	46	blue	blue	con	520.835180452124	1
1	47	blue	blue	con	489.192094121892	1
1	48	yellow	yellow	con	524.701714392421	1
1	49	red	green	inc	664.415644994376	1
1	50	green	green	con	467.774652338665	1
1	51	green	red	inc	315.368475677328	1
1	52	red	red	con	422.447488684328	1
1	53	red	yellow	inc	577.549411440277	1
1	54	green	yellow	inc	500.592649870543	0
1	55	blue	yellow	inc	454.358217101708	0
1	56	yellow	red	inc	487.974430638717	1
1	57	yellow	yellow	con	452.676342488736	1
1	58	blue	green	inc	553.0718785037	1
1	59	blue	green	inc	551.637292823866	1
1	60	red	red	con	239.33948059476	1
1	61	yellow	yellow	con	609.28259694339	1
1	62	blue	blue	con	401.216699084486	1
1	63	yellow	yellow	con	545.352988956735	1
1	64	yellow	red	inc	641.786599078734	1
1	65	yellow	yellow	con	495.173798707225	0
1	66	yellow	yellow	con	355.442596216444	1
1	67	red	green	inc	429.88948673459	1
1	68	red	red	con	571.739040146081	1
1	69	red	yellow	inc	629.782782131157	1
1	70	red	red	con	451.493142931115	1
1	71	green	green	con	445.376946192283	1
1	72	red	red	con	429.241613491235	1
1	73	green	green	con	414.727565274454	1
1	74	green	green	con	486.234762296688	1
1	75	red	red	con	494.978003551366	1
1	76	green	red	inc	572.873119130919	0
1	77	green	yellow	inc	567.441964051974	1
1	78	green	green	con	481.595258188932	1
1	79	red	blue	inc	409.496560511847	1
1	80	yellow	yellow	con	538.218489941118	1
1	81	blue	blue	con	445.260628647941	1
1	82	green	yellow	inc	551.477653022194	1
1	83	green	blue	inc	630.630685046135	1
1	84	green	green	con	442.468727515173	1
1	85	green	green	con	578.63927475399	1
1	86	blue	blue	con	688.880116791526	1
1	87	green	red	inc	506.692698490378	1
1	88	yellow	blue	inc	697.247583938847	1
1	89	blue	red	inc	500.823970668157	1
1	90	green	green	con	628.212575816044	0
1	91	yellow	blue	inc	641.185914187902	1
1	92	yellow	green	inc	470.210326060775	1
1	93	green	red	inc	463.079065795747	1
1	94	red	green	inc	507.524124958982	0
1	95	yellow	yellow	con	584.227674592342	1
1	96	red	red	con	435.594308079431	1
