Subject	Trial	Wlist	Clist	Congruency	RT	Accuracy
6	1	blue	blue	con	509.499655793986	1
6	2	red	red	con	521.134954411507	1
6	3	red	red	con	588.467868180149	1
6	4	blue	blue	con	471.15290889871	0
6	5	green	green	con	471.220822955408	1
6	6	yellow	yellow	con	462.436478882075	1
6	7	red	red	con	591.236064312035	1
6	8	red	yellow	inc	587.253678491646	0
6	9	blue	blue	con	627.292257963325	1
6	10	blue	yellow	inc	636.450752406791	1
6	11	green	green	con	439.798196983199	1
6	12	red	red	con	213.525284369169	0
6	13	blue	green	inc	526.890734446909	1
6	14	yellow	blue	inc	452.994375047318	1
6	15	green	yellow	inc	510.743762259012	1
6	16	green	green	con	480.221710994793	0
6	17	blue	blue	con	424.621754978614	1
6	18	green	green	con	545.877253080431	1
6	19	blue	blue	con	478.750847961327	1
6	20	yellow	red	inc	592.455578773434	1
6	21	green	yellow	inc	583.72566249524	1
6	22	yellow	yellow	con	638.912449501707	1
6	23	yellow	yellow	con	655.117049880019	1
6	24	red	red	con	476.452762279944	0
6	25	yellow	yellow	con	467.850402668153	1
6	26	blue	red	inc	518.503545661843	1
6	27	red	blue	inc	559.488821281617	1
6	28	yellow	red	inc	447.653341048352	1
6	29	yellow	red	inc	545.132584582986	1
6	30	yellow	blue	inc	597.328476872963	1
6	31	red	red	con	577.423268847592	0
6	32	green	green	con	624.684888826541	1
6	33	yellow	yellow	con	699.633871522479	1
6	34	green	green	con	441.614583972603	1
6	35	yellow	green	inc	405.129485337355	1
6	36	blue	yellow	inc	442.141822556392	0
6	37	red	blue	inc	597.909922036182	1
6	38	yellow	yellow	con	397.029424993187	1
6	39	yellow	red	inc	495.716745486341	1
6	40	blue	blue	con	506.819052012767	1
6	41	blue	blue	con	479.637011802679	1
6	42	red	red	con	496.049320340315	1
6	43	green	red	inc	474.037557677733	1
6	44	red	green	inc	436.089350401801	1
6	45	green	yellow	inc	590.163990226114	1
6	46	red	red	con	429.938502611002	1
6	47	yellow	yellow	con	590.554267983001	1
6	48	yellow	blue	inc	553.894515330792	0
6	49	blue	yellow	inc	384.406906224874	1
6	50	red	red	con	576.640726961737	1
6	51	blue	red	inc	514.938949760661	1
6	52	red	yellow	inc	513.621371653358	1
6	53	blue	red	inc	530.600953210612	1
6	54	red	blue	inc	629.039071991878	1
6	55	red	blue	inc	502.000708601029	1
6	56	green	red	inc	561.580679550124	0
6	57	blue	blue	con	553.710367512368	0
6	58	green	blue	inc	715.217263134281	1
6	59	yellow	yellow	con	669.529003460653	1
6	60	green	green	con	627.846901555449	0
6	61	yellow	green	inc	635.395646385774	1
6	62	blue	yellow	inc	397.586660818524	1
6	63	blue	green	inc	743.516975238846	1
6	64	red	green	inc	800.437141072245	1
6	65	red	red	con	326.239975480158	1
6	66	green	green	con	614.022912871111	1
6	67	red	yellow	inc	620.246538969521	1
6	68	yellow	blue	inc	317.891909986491	1
6	69	blue	blue	con	551.616609104698	1
6	70	yellow	yellow	con	498.159859253456	1
6	71	yellow	yellow	con	467.889627916524	1
6	72	blue	green	inc	627.015617563285	1
6	73	green	green	con	286.389447042451	1
6	74	blue	green	inc	633.401529230924	1
6	75	green	green	con	475.933457790904	1
6	76	blue	blue	con	648.414230506814	1
6	77	green	blue	inc	495.154717693188	0
6	78	green	red	inc	624.102885246636	0
6	79	green	red	inc	664.38910618724	1
6	80	blue	blue	con	440.777027468271	1
6	81	red	green	inc	731.661086068314	1
6	82	red	yellow	inc	600.00335617395	1
6	83	red	green	inc	578.16094410398	0
6	84	yellow	yellow	con	572.62579188427	1
6	85	green	green	con	397.991815714639	1
6	86	blue	red	inc	394.307588001704	0
6	87	yellow	green	inc	561.945325868009	1
6	88	green	green	con	561.317121979972	1
6	89	yellow	green	inc	552.168715947467	1
6	90	red	red	con	633.923630692266	1
6	91	green	blue	inc	320.047216936418	1
6	92	blue	blue	con	471.629645198612	0
6	93	green	blue	inc	617.849961482549	1
6	94	red	red	con	617.232557525386	1
6	95	yellow	yellow	con	454.022315799763	1
6	96	green	yellow	inc	610.918167735809	1
