Subject	Trial	Wlist	Clist	Congruency	RT	Accuracy
19	1	blue	blue	con	491.002684567114	1
19	2	yellow	green	inc	509.739917328042	1
19	3	yellow	red	inc	492.480014022603	0
19	4	blue	yellow	inc	580.758444377203	1
19	5	yellow	yellow	con	531.798786319273	1
19	6	yellow	yellow	con	549.663438588206	1
19	7	green	yellow	inc	493.042252674636	1
19	8	red	blue	inc	399.126867056107	1
19	9	red	red	con	668.942270414197	1
19	10	yellow	yellow	con	378.89377566937	1
19	11	green	blue	inc	556.52974813564	0
19	12	red	red	con	404.562480716757	1
19	13	red	red	con	386.030896296205	1
19	14	blue	blue	con	562.436948217395	1
19	15	blue	red	inc	483.091117540585	1
19	16	red	green	inc	492.009003304326	1
19	17	red	red	con	510.52353634397	1
19	18	yellow	yellow	con	444.45485151456	1
19	19	yellow	yellow	con	484.313823059032	1
19	20	red	red	con	555.834718598181	1
19	21	yellow	green	inc	451.459443797095	1
19	22	red	red	con	389.401766581807	1
19	23	green	green	con	441.965543594125	1
19	24	red	red	con	368.990450667744	1
19	25	blue	blue	con	484.396968828243	1
19	26	green	green	con	574.341754355257	1
19	27	blue	yellow	inc	593.303152704961	1
19	28	green	yellow	inc	515.821439659439	0
19	29	green	green	con	618.085544310688	0
19	30	red	yellow	inc	592.080243107752	1
19	31	red	blue	inc	492.123618320376	1
19	32	yellow	blue	inc	512.902335871769	1
19	33	green	blue	inc	531.830821145465	0
19	34	blue	blue	con	359.688716396094	1
19	35	red	red	con	612.625497315675	1
19	36	yellow	green	inc	571.688822367168	1
19	37	red	yellow	inc	560.517052451922	1
19	38	green	green	con	406.218190322552	1
19	39	green	green	con	469.712671408526	1
19	40	yellow	yellow	con	531.016114997184	1
19	41	yellow	green	inc	504.512681693048	1
19	42	blue	blue	con	548.347621192987	1
19	43	blue	green	inc	561.808130175481	1
19	44	red	blue	inc	590.294489037583	0
19	45	red	red	con	688.94252224346	1
19	46	red	green	inc	513.889180203115	1
19	47	blue	red	inc	546.416412447009	1
19	48	blue	blue	con	556.620587483395	1
19	49	yellow	blue	inc	545.369485355173	0
19	50	blue	blue	con	621.233469715343	0
19	51	green	green	con	492.481020677909	1
19	52	green	green	con	392.358367001181	1
19	53	green	yellow	inc	453.235402845649	0
19	54	green	red	inc	526.54422492931	1
19	55	yellow	red	inc	607.808546720605	1
19	56	blue	blue	con	532.047708323564	1
19	57	red	yellow	inc	897.82991253885	1
19	58	green	green	con	475.124074772531	0
19	59	green	red	inc	416.221394895335	0
19	60	yellow	blue	inc	508.994193460591	1
19	61	green	blue	inc	413.081560262424	1
19	62	red	red	con	368.715287100132	1
19	63	blue	blue	con	524.419478080373	1
19	64	blue	blue	con	494.114083254617	1
19	65	green	yellow	inc	526.115373232035	1
19	66	yellow	yellow	con	407.172768846699	1
19	67	red	red	con	315.116741409854	1
19	68	yellow	yellow	con	422.040579528596	1
19	69	red	green	inc	453.877691834794	1
19	70	green	red	inc	397.871819242621	1
19	71	yellow	red	inc	366.866001012918	1
19	72	green	blue	inc	794.223456453593	1
19	73	green	red	inc	647.913841296618	1
19	74	blue	green	inc	513.737179086316	0
19	75	blue	blue	con	482.177834140905	1
19	76	green	green	con	580.465587509594	1
19	77	yellow	red	inc	426.171077201241	1
19	78	yellow	blue	inc	485.658907112713	1
19	79	blue	green	inc	399.266022705759	0
19	80	yellow	yellow	con	495.199364672971	1
19	81	red	blue	inc	751.947654182846	0
19	82	green	green	con	416.805819457687	1
19	83	blue	yellow	inc	451.199607872331	1
19	84	green	green	con	680.714702752306	1
19	85	blue	yellow	inc	588.644796575849	0
19	86	red	red	con	481.321925186968	1
19	87	yellow	yellow	con	468.326937892611	1
19	88	yellow	yellow	con	521.662269824933	1
19	89	red	yellow	inc	714.910802349601	0
19	90	green	green	con	479.829226231742	1
19	91	blue	blue	con	255.702672124581	1
19	92	yellow	yellow	con	561.59160302727	1
19	93	blue	red	inc	511.429733549156	1
19	94	blue	red	inc	636.492798616151	0
19	95	red	green	inc	475.748950702312	0
19	96	blue	green	inc	513.453290584291	1
