Subject	Trial	Wlist	Clist	Congruency	RT	Accuracy
14	1	red	green	inc	492.19844067871	1
14	2	blue	yellow	inc	485.392088698059	1
14	3	yellow	blue	inc	416.97463043286	1
14	4	blue	blue	con	636.234946689809	1
14	5	blue	blue	con	587.183542539986	1
14	6	yellow	green	inc	551.280584832473	0
14	7	green	green	con	561.928180996666	1
14	8	blue	blue	con	528.186350579923	1
14	9	red	yellow	inc	536.862814693473	1
14	10	green	green	con	504.236136419085	1
14	11	yellow	yellow	con	343.638187953128	1
14	12	yellow	blue	inc	479.818811676326	1
14	13	yellow	yellow	con	807.062893651043	1
14	14	green	green	con	598.831299714256	0
14	15	blue	yellow	inc	584.222818363796	1
14	16	red	blue	inc	522.170696090679	1
14	17	blue	blue	con	563.345010484063	1
14	18	green	yellow	inc	451.322766492755	1
14	19	red	red	con	299.71530155623	1
14	20	red	blue	inc	591.446422585421	1
14	21	blue	blue	con	461.782843873605	1
14	22	red	yellow	inc	464.949794164774	1
14	23	blue	blue	con	547.849305036016	1
14	24	blue	blue	con	480.418027121008	1
14	25	green	green	con	410.61679877415	1
14	26	yellow	yellow	con	517.148356991859	1
14	27	yellow	yellow	con	478.096097237347	1
14	28	red	yellow	inc	578.348041958937	1
14	29	green	green	con	505.152017748684	1
14	30	red	red	con	489.965304208899	1
14	31	red	red	con	430.136349821269	0
14	32	green	red	inc	689.278045184716	1
14	33	red	green	inc	534.496883903815	1
14	34	blue	green	inc	614.393627390711	0
14	35	blue	red	inc	499.337757721968	0
14	36	green	blue	inc	597.965628258393	1
14	37	green	red	inc	525.972782855975	1
14	38	yellow	red	inc	526.721295342216	1
14	39	green	red	inc	616.241441266071	1
14	40	blue	red	inc	608.409195396134	1
14	41	blue	blue	con	714.386420661939	1
14	42	blue	blue	con	450.974128638065	1
14	43	red	red	con	582.33072515824	1
14	44	yellow	yellow	con	425.529794578588	1
14	45	blue	green	inc	455.46257057373	1
14	46	yellow	yellow	con	503.102143104543	1
14	47	yellow	red	inc	535.304208438147	1
14	48	red	red	con	521.828042512554	1
14	49	red	red	con	603.38825033568	1
14	50	yellow	red	inc	644.345294875322	1
14	51	red	yellow	inc	587.527443998474	1
14	52	blue	red	inc	599.332133740591	0
14	53	blue	blue	con	210.946450968545	1
14	54	blue	yellow	inc	552.587615417065	1
14	55	blue	blue	con	549.421234170161	1
14	56	yellow	yellow	con	432.176421859256	1
14	57	yellow	yellow	con	850.168242268447	1
14	58	green	green	con	503.993822733491	1
14	59	yellow	green	inc	667.036801344669	1
14	60	red	blue	inc	587.341543991588	1
14	61	green	green	con	357.554428626989	1
14	62	yellow	blue	inc	612.383067046686	1
14	63	green	green	con	550.322852251093	1
14	64	red	blue	inc	711.453274176524	1
14	65	green	yellow	inc	527.055695846244	0
14	66	green	green	con	590.577389709276	1
14	67	yellow	red	inc	552.908644785419	1
14	68	red	red	con	471.618497844549	1
14	69	red	red	con	568.995984784993	0
14	70	blue	red	inc	653.15611951204	1
14	71	yellow	yellow	con	575.803219387861	1
14	72	green	green	con	623.633572711948	0
14	73	green	yellow	inc	572.652493849075	1
14	74	green	green	con	519.874014599475	1
14	75	green	red	inc	460.187610349673	1
14	76	green	blue	inc	675.388778038774	0
14	77	green	blue	inc	678.362890069899	1
14	78	yellow	green	inc	671.931472291934	1
14	79	yellow	blue	inc	524.947308407014	1
14	80	red	green	inc	573.076445843514	1
14	81	blue	green	inc	535.152714462758	0
14	82	blue	green	inc	438.951598530627	1
14	83	yellow	yellow	con	474.684224521092	1
14	84	red	red	con	562.671893208313	1
14	85	green	yellow	inc	443.93699323095	1
14	86	yellow	yellow	con	388.756293915038	1
14	87	blue	yellow	inc	441.54083798121	1
14	88	blue	blue	con	340.624210154584	1
14	89	red	red	con	556.041474307748	1
14	90	red	red	con	415.421865817144	1
14	91	red	green	inc	596.498413973025	1
14	92	yellow	yellow	con	632.631739032639	1
14	93	green	green	con	621.954362476826	1
14	94	yellow	green	inc	564.72733141849	0
14	95	red	red	con	495.13696634992	0
14	96	green	blue	inc	494.94630174941	1
