Subject	Trial	Wlist	Clist	Congruency	RT	Accuracy
17	1	yellow	green	inc	404.205645477047	0
17	2	green	blue	inc	644.408090409939	1
17	3	green	green	con	484.048976677462	1
17	4	red	red	con	364.785178911881	1
17	5	blue	blue	con	500.292929891162	1
17	6	red	red	con	442.202369157594	1
17	7	green	red	inc	588.240983690593	1
17	8	green	green	con	709.284516650668	1
17	9	green	red	inc	523.899424562125	0
17	10	blue	green	inc	688.811597289875	0
17	11	yellow	blue	inc	563.657425759864	1
17	12	blue	blue	con	529.815792630917	1
17	13	yellow	yellow	con	517.670184534078	1
17	14	red	red	con	514.984653571162	1
17	15	green	green	con	378.131053905792	0
17	16	green	green	con	508.796171994724	1
17	17	blue	yellow	inc	677.907487374889	1
17	18	green	green	con	374.443185073904	1
17	19	red	green	inc	488.02704712438	1
17	20	red	red	con	489.441225684536	1
17	21	yellow	blue	inc	479.710042755686	1
17	22	green	blue	inc	521.482016757114	0
17	23	yellow	yellow	con	609.485866367246	1
17	24	green	red	inc	512.000293052102	0
17	25	green	green	con	598.149170052866	1
17	26	green	yellow	inc	632.082651389882	0
17	27	green	green	con	407.99266703375	1
17	28	yellow	red	inc	662.99059443126	1
17	29	green	blue	inc	520.157948078987	0
17	30	green	green	con	485.213098814425	1
17	31	blue	blue	con	658.222315441403	1
17	32	yellow	green	inc	718.547432431174	0
17	33	yellow	red	inc	380.079765881406	1
17	34	red	yellow	inc	602.623203423847	1
17	35	green	blue	inc	729.209747922887	1
17	36	red	green	inc	499.307159736694	1
17	37	yellow	yellow	con	419.035728359272	1
17	38	blue	yellow	inc	402.970126316573	1
17	39	blue	blue	con	531.938313905115	0
17	40	red	red	con	518.579782958216	0
17	41	blue	blue	con	542.461530465564	1
17	42	blue	blue	con	423.206465226876	1
17	43	blue	blue	con	488.232980522291	0
17	44	yellow	blue	inc	566.558713845083	1
17	45	yellow	green	inc	581.758495835106	1
17	46	red	blue	inc	545.601412047472	1
17	47	yellow	yellow	con	518.2126263125	1
17	48	yellow	yellow	con	335.173286190724	0
17	49	green	green	con	694.071054017921	1
17	50	blue	red	inc	541.212058501104	1
17	51	yellow	red	inc	706.535089365638	1
17	52	green	green	con	502.138078274919	0
17	53	blue	blue	con	701.722828785781	1
17	54	blue	green	inc	690.820816567463	1
17	55	blue	red	inc	481.6371470724	1
17	56	yellow	blue	inc	446.40369147944	0
17	57	blue	blue	con	663.631023130855	1
17	58	yellow	yellow	con	458.598841765917	1
17	59	blue	red	inc	473.826365259286	1
17	60	green	green	con	648.709571711614	1
17	61	yellow	red	inc	641.144234792457	1
17	62	blue	red	inc	493.666305668017	0
17	63	red	blue	inc	640.906335902522	1
17	64	yellow	yellow	con	524.020945130168	1
17	65	red	red	con	546.992366522115	1
17	66	blue	yellow	inc	634.425982413578	1
17	67	green	yellow	inc	412.080984754147	1
17	68	red	red	con	523.594590914875	1
17	69	blue	green	inc	492.309587918213	0
17	70	red	red	con	707.863067453922	0
17	71	red	red	con	587.178059630555	1
17	72	blue	green	inc	659.403093529132	1
17	73	blue	blue	con	349.519729228985	1
17	74	blue	yellow	inc	700.595873244186	1
17	75	green	red	inc	584.218062547285	1
17	76	green	yellow	inc	632.128509051926	0
17	77	yellow	yellow	con	467.959959190219	1
17	78	red	green	inc	457.085594670438	1
17	79	red	green	inc	514.805100719607	1
17	80	red	red	con	483.22429391122	0
17	81	red	blue	inc	572.839811838919	1
17	82	green	yellow	inc	435.633111065282	1
17	83	yellow	yellow	con	412.19472369007	1
17	84	yellow	green	inc	569.757847157664	1
17	85	yellow	yellow	con	402.245706694826	1
17	86	red	red	con	523.09142647543	1
17	87	yellow	yellow	con	422.044604553156	1
17	88	green	green	con	519.681828979015	1
17	89	red	yellow	inc	597.532583976968	0
17	90	blue	blue	con	461.826661852184	1
17	91	red	red	con	575.029275697667	1
17	92	red	blue	inc	645.029782065501	1
17	93	red	yellow	inc	383.551522202413	1
17	94	yellow	yellow	con	449.609272817875	1
17	95	red	yellow	inc	517.482678244351	1
17	96	blue	blue	con	593.590933857802	1
